,Victims,Crime_Type,Police District Name,Block Address,City,State,Zip Code,Agency,Place,Sector,Beat,PRA,Address Number,Street Prefix,Street Name,Street Suffix,Street Type,Latitude,Longitude,Police District Number,Second,Minute,Hour,Week,Day,Month,Year
143251,1,Crime Against Property,WHEATON,11100 BLK  VEIRS MILL RD,SILVER SPRING,MD,20902.0,MCPD,Parking Lot - Commercial,L,4L2,321,11100.0,N,VEIRS MILL,W,RD,39.037367372,-77.051662066,4D,0,21,22,37,15,9,2017
143309,1,Crime Against Property,GERMANTOWN,20900 BLK  FREDERICK RD,GERMANTOWN,MD,20876.0,MCPD,Parking Lot - Commercial,M,5M1,701,20900.0,S,FREDERICK,W,RD,39.198413208000005,-77.244945742,5D,0,0,21,47,20,11,2017
143320,1,Crime Against Person,GERMANTOWN,20900 BLK  FREDERICK RD,GERMANTOWN,MD,20876.0,MCPD,Parking Lot - Commercial,M,5M1,701,20900.0,S,FREDERICK,W,RD,39.198413208000005,-77.244945742,5D,0,40,15,26,1,7,2017
143478,1,Crime Against Property,MONTGOMERY VILLAGE,700 BLK  RUSSELL AVE,GAITHERSBURG,MD,20877.0,GPD,Parking Lot - Commercial,R,6R1,548,700.0,N,RUSSELL,W,AVE,39.150669959,-77.204063076,6D,0,3,17,28,12,7,2017
144270,1,Crime Against Property,MONTGOMERY VILLAGE,700 BLK  RUSSELL AVE,GAITHERSBURG,MD,20877.0,GPD,Street - In vehicle,R,6R1,548,700.0,W,RUSSELL,E,AVE,39.150669959,-77.204063076,6D,0,50,16,26,28,6,2017
144419,1,Crime Against Property,GERMANTOWN,20900 BLK  FREDERICK RD,GERMANTOWN,MD,20876.0,MCPD,Parking Lot - Commercial,M,5M1,701,20900.0,N,FREDERICK,W,RD,39.198413208000005,-77.244945742,5D,0,0,16,44,31,10,2017
144997,1,Crime Against Society,WHEATON,11100 BLK  VEIRS MILL RD,SILVER SPRING,MD,20902.0,MCPD,Parking Lot - Commercial,L,4L2,321,11100.0,S,VEIRS MILL,W,RD,39.037367372,-77.051662066,4D,0,7,15,19,14,5,2017
145023,1,Crime Against Property,MONTGOMERY VILLAGE,700 BLK  RUSSELL AVE,GAITHERSBURG,MD,20877.0,GPD,Parking Lot - Commercial,R,6R1,548,700.0,S,RUSSELL,W,AVE,39.150669959,-77.204063076,6D,0,45,18,38,21,9,2017
145394,1,Crime Against Property,WHEATON,11200 BLK  GEORGIA AVE,SILVER SPRING,MD,20902.0,MCPD,Parking Lot - Commercial,L,4L2,354,11200.0,N,GEORGIA,E,AVE,39.038699795999996,-77.050903788,4D,0,0,17,2,12,1,2018
145456,1,Crime Against Property,SILVER SPRING,11200 BLK  NEW HAMPSHIRE AVE,SILVER SPRING,MD,20904.0,MCPD,Parking Lot - Commercial,I,3I1,518,11200.0,N,NEW HAMPSHIRE,E,AVE,39.039818289,-76.99061525100001,3D,0,0,15,22,2,6,2018
145653,1,Crime Against Property,GERMANTOWN,20900 BLK  FREDERICK RD,GERMANTOWN,MD,20876.0,MCPD,Parking Lot - Commercial,M,5M1,701,20900.0,W,FREDERICK,E,RD,39.198413208000005,-77.244945742,5D,0,59,18,30,23,7,2018
145857,1,Crime Against Property,SILVER SPRING,11200 BLK  NEW HAMPSHIRE AVE,SILVER SPRING,MD,20904.0,MCPD,Parking Lot - Commercial,I,3I1,518,11200.0,E,NEW HAMPSHIRE,E,AVE,39.039818289,-76.99061525100001,3D,0,45,0,23,4,6,2018
146260,1,Crime Against Property,WHEATON,11200 BLK  GEORGIA AVE,SILVER SPRING,MD,20902.0,MCPD,Parking Lot - Commercial,L,4L2,324,11200.0,N,GEORGIA,W,AVE,39.038699795999996,-77.050903788,4D,0,19,1,1,1,1,2018
146890,1,Other,GERMANTOWN,20900 BLK  FREDERICK RD,GERMANTOWN,MD,20876.0,MCPD,Residence - Apartment/Condo,M,5M1,701,20900.0,N,FREDERICK,E,RD,39.198413208000005,-77.244945742,5D,0,33,1,11,16,3,2018
147051,1,Crime Against Property,SILVER SPRING,11200 BLK  NEW HAMPSHIRE AVE,SILVER SPRING,MD,20904.0,MCPD,Parking Lot - Commercial,I,3I1,518,11200.0,W,NEW HAMPSHIRE,W,AVE,39.039818289,-76.99061525100001,3D,0,23,9,29,21,7,2018
147152,2,Crime Against Person,GERMANTOWN,20900 BLK  FREDERICK RD,GERMANTOWN,MD,20876.0,MCPD,Parking Lot - Commercial,M,5M1,701,20900.0,N,FREDERICK,W,RD,39.198413208000005,-77.244945742,5D,0,3,17,25,24,6,2018
147480,2,Crime Against Person,WHEATON,11200 BLK  GEORGIA AVE,SILVER SPRING,MD,20902.0,MCPD,Residence - Apartment/Condo,L,4L2,354,11200.0,E,GEORGIA,E,AVE,39.038699795999996,-77.050903788,4D,0,35,2,23,5,6,2018
147503,1,Crime Against Property,WHEATON,11100 BLK  VEIRS MILL RD,SILVER SPRING,MD,20902.0,MCPD,Parking Lot - Commercial,L,4L2,321,11100.0,N,VEIRS MILL,E,RD,39.037367372,-77.051662066,4D,0,29,16,16,17,4,2018
147624,2,Crime Against Person,WHEATON,11100 BLK  VEIRS MILL RD,SILVER SPRING,MD,20902.0,MCPD,Parking Lot - Commercial,L,4L2,321,11100.0,E,VEIRS MILL,E,RD,39.037367372,-77.051662066,4D,0,13,16,3,19,1,2018
147881,1,Crime Against Society,GERMANTOWN,20900 BLK  FREDERICK RD,GERMANTOWN,MD,20876.0,MCPD,Parking Lot - Commercial,M,5M1,701,20900.0,E,FREDERICK,W,RD,39.198413208000005,-77.244945742,5D,0,17,22,33,13,8,2018
148021,1,Crime Against Property,SILVER SPRING,8600 BLK  COLESVILLE RD,SILVER SPRING,MD,20910.0,MCPD,Street - In vehicle,G,3G1,108,8600.0,E,COLESVILLE,W,RD,38.996081210999996,-77.02813565,3D,0,47,22,27,2,7,2018
148083,1,Crime Against Property,WHEATON,11100 BLK  VEIRS MILL RD,SILVER SPRING,MD,20902.0,MCPD,Street - In vehicle,L,4L2,321,11100.0,E,VEIRS MILL,W,RD,39.037367372,-77.051662066,4D,0,42,11,3,15,1,2018
148202,1,Other,WHEATON,11200 BLK  GEORGIA AVE,SILVER SPRING,MD,20902.0,MCPD,Residence - Apartment/Condo,L,4L2,354,11200.0,E,GEORGIA,W,AVE,39.038699795999996,-77.050903788,4D,0,15,22,14,5,4,2018
149077,1,Crime Against Property,WHEATON,11200 BLK  GEORGIA AVE,SILVER SPRING,MD,20902.0,MCPD,Residence - Apartment/Condo,L,4L2,324,11200.0,N,GEORGIA,W,AVE,39.038699795999996,-77.050903788,4D,0,4,23,30,23,7,2018
149139,1,Crime Against Society,GERMANTOWN,20900 BLK  FREDERICK RD,GERMANTOWN,MD,20876.0,MCPD,Parking Lot - Commercial,M,5M1,701,20900.0,N,FREDERICK,W,RD,39.198413208000005,-77.244945742,5D,0,0,18,18,4,5,2018
149640,1,Crime Against Property,WHEATON,11100 BLK  VEIRS MILL RD,SILVER SPRING,MD,20902.0,MCPD,Parking Lot - Commercial,L,4L2,321,11100.0,N,VEIRS MILL,NW,RD,39.037367372,-77.051662066,4D,0,0,6,35,2,9,2018
150449,1,Other,GERMANTOWN,20900 BLK  FREDERICK RD,GERMANTOWN,MD,20876.0,MCPD,Parking Lot - Commercial,M,5M1,701,20900.0,E,FREDERICK,W,RD,39.198413208000005,-77.244945742,5D,0,9,18,23,8,6,2018
150889,1,Crime Against Property,WHEATON,11200 BLK  GEORGIA AVE,SILVER SPRING,MD,20902.0,MCPD,Street - In vehicle,L,4L2,354,11200.0,E,GEORGIA,W,AVE,39.038699795999996,-77.050903788,4D,0,30,0,4,25,1,2018
152135,1,Other,GERMANTOWN,20900 BLK  FREDERICK RD,GERMANTOWN,MD,20876.0,MCPD,Parking Lot - Commercial,M,5M1,701,20900.0,E,FREDERICK,W,RD,39.198413208000005,-77.244945742,5D,0,13,11,7,17,2,2018
152144,1,Crime Against Society,GERMANTOWN,20900 BLK  FREDERICK RD,GERMANTOWN,MD,20876.0,MCPD,Parking Lot - Commercial,M,5M1,701,20900.0,E,FREDERICK,W,RD,39.198413208000005,-77.244945742,5D,0,11,15,8,21,2,2018
152578,1,Crime Against Property,SILVER SPRING,8100 BLK  GEORGIA AVE,SILVER SPRING,MD,20910.0,MCPD,Parking Lot - Commercial,G,3G1,093,8100.0,N,GEORGIA,E,AVE,38.990640348,-77.026675328,3D,0,0,14,32,10,8,2018
152716,1,Crime Against Property,WHEATON,11100 BLK  VEIRS MILL RD,SILVER SPRING,MD,20902.0,MCPD,Parking Lot - Commercial,L,4L2,321,11100.0,N,VEIRS MILL,E,RD,39.037367372,-77.051662066,4D,0,33,17,21,25,5,2018
153135,1,Crime Against Person,MONTGOMERY VILLAGE,700 BLK  RUSSELL AVE,GAITHERSBURG,MD,20877.0,GPD,Parking Lot - Residential,R,6R1,548,700.0,W,RUSSELL,W,AVE,39.150669959,-77.204063076,6D,0,0,20,7,16,2,2018
153791,1,Other,GERMANTOWN,20900 BLK  FREDERICK RD,GERMANTOWN,MD,20876.0,MCPD,Parking Lot - Commercial,M,5M1,701,20900.0,E,FREDERICK,E,RD,39.198413208000005,-77.244945742,5D,0,0,21,35,28,8,2018
153878,1,Crime Against Person,WHEATON,11200 BLK  GEORGIA AVE,SILVER SPRING,MD,20902.0,MCPD,Residence - Apartment/Condo,L,4L2,354,11200.0,E,GEORGIA,W,AVE,39.038699795999996,-77.050903788,4D,0,22,22,3,21,1,2018
153902,1,Other,WHEATON,11200 BLK  GEORGIA AVE,SILVER SPRING,MD,20902.0,MCPD,Residence - Apartment/Condo,L,4L2,354,11200.0,E,GEORGIA,W,AVE,39.038699795999996,-77.050903788,4D,0,28,9,1,3,1,2018
154015,1,Crime Against Property,SILVER SPRING,11200 BLK  NEW HAMPSHIRE AVE,SILVER SPRING,MD,20904.0,MCPD,Parking Lot - Commercial,I,3I1,518,11200.0,E,NEW HAMPSHIRE,E,AVE,39.039818289,-76.99061525100001,3D,0,45,0,23,4,6,2018
154064,1,Crime Against Property,MONTGOMERY VILLAGE,700 BLK  RUSSELL AVE,GAITHERSBURG,MD,20877.0,GPD,Parking Lot - Commercial,R,6R1,548,700.0,E,RUSSELL,E,AVE,39.150669959,-77.204063076,6D,0,50,18,7,15,2,2018
154079,1,Crime Against Property,GERMANTOWN,20900 BLK  FREDERICK RD,GERMANTOWN,MD,20876.0,MCPD,Parking Lot - Commercial,M,5M1,701,20900.0,E,FREDERICK,E,RD,39.198413208000005,-77.244945742,5D,0,20,14,22,28,5,2018
154132,1,Crime Against Society,WHEATON,11100 BLK  VEIRS MILL RD,SILVER SPRING,MD,20902.0,MCPD,Street - In vehicle,L,4L2,321,11100.0,E,VEIRS MILL,E,RD,39.037367372,-77.051662066,4D,0,37,20,4,24,1,2018
154203,1,Other,WHEATON,11200 BLK  GEORGIA AVE,SILVER SPRING,MD,20902.0,MCPD,Residence - Apartment/Condo,L,4L2,354,11200.0,E,GEORGIA,W,AVE,39.038699795999996,-77.050903788,4D,0,59,20,25,20,6,2018
154406,1,Crime Against Person,WHEATON,11200 BLK  GEORGIA AVE,SILVER SPRING,MD,20902.0,MCPD,Residence - Apartment/Condo,L,4L2,354,11200.0,E,GEORGIA,W,AVE,39.038699795999996,-77.050903788,4D,0,11,23,7,16,2,2018
155822,1,Crime Against Property,WHEATON,11200 BLK  GEORGIA AVE,SILVER SPRING,MD,20902.0,MCPD,Parking Lot - Residential,L,4L2,354,11200.0,E,GEORGIA,E,AVE,39.038699795999996,-77.050903788,4D,0,0,18,4,24,1,2018
155978,1,Crime Against Property,GERMANTOWN,20900 BLK  FREDERICK RD,GERMANTOWN,MD,20876.0,MCPD,Parking Lot - Commercial,M,5M1,701,20900.0,E,FREDERICK,W,RD,39.198413208000005,-77.244945742,5D,0,37,23,26,29,6,2018
156568,1,Crime Against Property,MONTGOMERY VILLAGE,700 BLK  RUSSELL AVE,GAITHERSBURG,MD,20877.0,GPD,Parking Lot - Commercial,R,6R1,548,700.0,N,RUSSELL,W,AVE,39.150669959,-77.204063076,6D,0,54,21,18,6,5,2018
156616,1,Crime Against Property,WHEATON,11100 BLK  VEIRS MILL RD,SILVER SPRING,MD,20902.0,MCPD,Parking Lot - Commercial,L,4L2,321,11100.0,S,VEIRS MILL,W,RD,39.037367372,-77.051662066,4D,0,30,18,29,18,7,2018
156863,1,Other,WHEATON,11100 BLK  VEIRS MILL RD,SILVER SPRING,MD,20902.0,MCPD,Parking Lot - Residential,L,4L2,321,11100.0,N,VEIRS MILL,W,RD,39.037367372,-77.051662066,4D,0,50,16,51,20,12,2017
157260,1,Crime Against Person,MONTGOMERY VILLAGE,700 BLK  RUSSELL AVE,GAITHERSBURG,MD,20877.0,GPD,Parking Lot - Commercial,R,6R1,548,700.0,S,RUSSELL,W,AVE,39.150669959,-77.204063076,6D,0,28,10,19,8,5,2018
157383,1,Crime Against Society,WHEATON,11100 BLK  VEIRS MILL RD,SILVER SPRING,MD,20902.0,MCPD,Parking Lot - Commercial,L,4L2,321,11100.0,S,VEIRS MILL,E,RD,39.037367372,-77.051662066,4D,0,51,16,52,26,12,2017
157421,1,Crime Against Property,WHEATON,11100 BLK  VEIRS MILL RD,SILVER SPRING,MD,20902.0,MCPD,Parking Lot - Commercial,L,4L2,321,11100.0,N,VEIRS MILL,E,RD,39.037367372,-77.051662066,4D,0,30,17,27,2,7,2018
157743,1,Crime Against Person,WHEATON,11200 BLK  GEORGIA AVE,SILVER SPRING,MD,20902.0,MCPD,Residence - Apartment/Condo,L,4L2,324,11200.0,E,GEORGIA,E,AVE,39.038699795999996,-77.050903788,4D,0,12,23,27,7,7,2018
157949,1,Crime Against Person,WHEATON,11100 BLK  VEIRS MILL RD,SILVER SPRING,MD,20902.0,MCPD,Parking Lot - Commercial,L,4L2,321,11100.0,W,VEIRS MILL,E,RD,39.037367372,-77.051662066,4D,0,51,16,52,26,12,2017
158637,1,Crime Against Person,WHEATON,11200 BLK  GEORGIA AVE,SILVER SPRING,MD,20902.0,MCPD,Residence - Apartment/Condo,L,4L2,354,11200.0,N,GEORGIA,W,AVE,39.038699795999996,-77.050903788,4D,0,17,18,23,7,6,2018
158694,1,Other,MONTGOMERY VILLAGE,700 BLK  RUSSELL AVE,GAITHERSBURG,MD,20877.0,MCPD,Street - In vehicle,R,6R1,548,700.0,S,RUSSELL,W,AVE,39.150669959,-77.204063076,6D,0,0,9,30,27,7,2018
158873,1,Crime Against Society,WHEATON,11200 BLK  GEORGIA AVE,SILVER SPRING,MD,20902.0,MCPD,Residence - Apartment/Condo,L,4L2,354,11200.0,E,GEORGIA,W,AVE,39.038699795999996,-77.050903788,4D,0,57,20,6,5,2,2018
159462,1,Crime Against Property,WHEATON,11200 BLK  GEORGIA AVE,SILVER SPRING,MD,20902.0,MCPD,Residence - Apartment/Condo,L,4L2,354,11200.0,E,GEORGIA,W,AVE,39.038699795999996,-77.050903788,4D,0,22,22,3,21,1,2018
160043,1,Crime Against Property,GERMANTOWN,20900 BLK  FREDERICK RD,GERMANTOWN,MD,20876.0,MCPD,Parking Lot - Commercial,M,5M1,701,20900.0,E,FREDERICK,W,RD,39.198413208000005,-77.244945742,5D,0,0,21,26,26,6,2018
160826,1,Crime Against Property,GERMANTOWN,20900 BLK  FREDERICK RD,GERMANTOWN,MD,20876.0,MCPD,Street - In vehicle,M,5M1,701,20900.0,N,FREDERICK,E,RD,39.198413208000005,-77.244945742,5D,0,40,15,21,26,5,2018
161231,1,Crime Against Person,WHEATON,11200 BLK  GEORGIA AVE,SILVER SPRING,MD,20902.0,MCPD,Residence - Apartment/Condo,L,4L2,354,11200.0,E,GEORGIA,E,AVE,39.038699795999996,-77.050903788,4D,0,50,16,26,25,6,2018
161333,1,Crime Against Society,WHEATON,11100 BLK  VEIRS MILL RD,SILVER SPRING,MD,20902.0,MCPD,Street - In vehicle,L,4L2,321,11100.0,N,VEIRS MILL,W,RD,39.037367372,-77.051662066,4D,0,31,11,1,3,1,2018
161912,1,Crime Against Property,GERMANTOWN,20900 BLK  FREDERICK RD,GERMANTOWN,MD,20876.0,MCPD,Parking Lot - Commercial,M,5M1,701,20900.0,S,FREDERICK,W,RD,39.198413208000005,-77.244945742,5D,0,19,22,21,27,5,2018
162024,1,Crime Against Society,SILVER SPRING,11200 BLK  NEW HAMPSHIRE AVE,SILVER SPRING,MD,20904.0,MCPD,Parking Lot - Commercial,I,3I1,518,11200.0,E,NEW HAMPSHIRE,W,AVE,39.039818289,-76.99061525100001,3D,0,15,19,14,5,4,2018
162196,1,Crime Against Property,SILVER SPRING,8100 BLK  GEORGIA AVE,SILVER SPRING,MD,20910.0,MCPD,Street - Residential,G,3G1,094,8100.0,N,GEORGIA,W,AVE,38.990640348,-77.026675328,3D,0,30,9,17,24,4,2018
163018,1,Crime Against Society,GERMANTOWN,20900 BLK  FREDERICK RD,GERMANTOWN,MD,20876.0,MCPD,Street - In vehicle,M,5M1,701,20900.0,N,FREDERICK,W,RD,39.198413208000005,-77.244945742,5D,0,55,17,14,3,4,2018
163099,1,Crime Against Property,WHEATON,11100 BLK  VEIRS MILL RD,SILVER SPRING,MD,20902.0,MCPD,Parking Lot - Commercial,L,4L2,321,11100.0,N,VEIRS MILL,W,RD,39.037367372,-77.051662066,4D,0,51,16,52,26,12,2017
163383,1,Crime Against Property,GERMANTOWN,20900 BLK  FREDERICK RD,GERMANTOWN,MD,20876.0,MCPD,Parking Lot - Residential,M,5M1,701,20900.0,N,FREDERICK,W,RD,39.198413208000005,-77.244945742,5D,0,59,17,2,12,1,2018
163736,1,Crime Against Person,WHEATON,11100 BLK  VEIRS MILL RD,SILVER SPRING,MD,20902.0,MCPD,Street - Residential,L,4L2,324,11100.0,W,VEIRS MILL,W,RD,39.037367372,-77.051662066,4D,0,45,0,22,2,6,2018
163844,1,Crime Against Property,WHEATON,11100 BLK  VEIRS MILL RD,SILVER SPRING,MD,20902.0,MCPD,Parking Lot - Commercial,L,4L2,321.0,11100.0,N,VEIRS MILL,E,RD,39.037367372,-77.051662066,4D,0,27,14,11,17,3,2018
164118,1,Crime Against Property,SILVER SPRING,11200 BLK  NEW HAMPSHIRE AVE,SILVER SPRING,MD,20904.0,MCPD,Parking Lot - Commercial,I,3I1,518.0,11200.0,N,NEW HAMPSHIRE,W,AVE,39.039818289,-76.99061525100001,3D,0,0,8,6,5,2,2018
164189,1,Other,GERMANTOWN,20900 BLK  FREDERICK RD,GERMANTOWN,MD,20876.0,MCPD,Parking Lot - Commercial,M,5M1,701.0,20900.0,N,FREDERICK,W,RD,39.198413208000005,-77.244945742,5D,0,30,16,23,4,6,2018
164688,1,Crime Against Property,GERMANTOWN,20900 BLK  FREDERICK RD,GERMANTOWN,MD,20876.0,MCPD,Parking Lot - Commercial,M,5M1,701.0,20900.0,W,FREDERICK,W,RD,39.198413208000005,-77.244945742,5D,0,16,23,16,20,4,2018
164901,1,Other,WHEATON,11200 BLK  GEORGIA AVE,SILVER SPRING,MD,20902.0,MCPD,Residence - Apartment/Condo,L,4L2,354.0,11200.0,E,GEORGIA,W,AVE,39.038699795999996,-77.050903788,4D,0,42,17,22,2,6,2018
165664,1,Crime Against Society,SILVER SPRING,8600 BLK  COLESVILLE RD,SILVER SPRING,MD,20910.0,MCPD,Street - In vehicle,G,3G1,108.0,8600.0,S,COLESVILLE,W,RD,38.996081210999996,-77.02813565,3D,0,57,9,1,5,1,2018
165808,1,Crime Against Society,GERMANTOWN,20900 BLK  FREDERICK RD,GERMANTOWN,MD,20876.0,MCPD,Parking Lot - Commercial,M,5M1,701.0,20900.0,E,FREDERICK,W,RD,39.198413208000005,-77.244945742,5D,0,52,11,25,24,6,2018
165894,1,Crime Against Person,WHEATON,11200 BLK  GEORGIA AVE,SILVER SPRING,MD,20902.0,MCPD,Residence - Apartment/Condo,L,4L2,354.0,11200.0,E,GEORGIA,E,AVE,39.038699795999996,-77.050903788,4D,0,43,1,12,21,3,2018
166315,1,Crime Against Society,MONTGOMERY VILLAGE,700 BLK  RUSSELL AVE,GAITHERSBURG,MD,20877.0,MCPD,Parking Lot - Commercial,R,6R1,548.0,700.0,E,RUSSELL,E,AVE,39.150669959,-77.204063076,6D,0,44,13,24,16,6,2018
166501,1,Crime Against Property,GERMANTOWN,20900 BLK  FREDERICK RD,GERMANTOWN,MD,20876.0,MCPD,Parking Lot - Commercial,M,5M1,701.0,20900.0,E,FREDERICK,E,RD,39.198413208000005,-77.244945742,5D,0,0,20,51,18,12,2017
166523,2,Crime Against Person,SILVER SPRING,11200 BLK  NEW HAMPSHIRE AVE,SILVER SPRING,MD,20904.0,MCPD,Parking Lot - Commercial,I,3I1,518.0,11200.0,E,NEW HAMPSHIRE,E,AVE,39.039818289,-76.99061525100001,3D,0,0,19,18,3,5,2018
166550,1,Other,WHEATON,11200 BLK  GEORGIA AVE,SILVER SPRING,MD,20902.0,MCPD,Residence - Apartment/Condo,L,4L2,354.0,11200.0,N,GEORGIA,E,AVE,39.038699795999996,-77.050903788,4D,0,43,17,14,3,4,2018
166936,1,Crime Against Property,MONTGOMERY VILLAGE,700 BLK  RUSSELL AVE,GAITHERSBURG,MD,20877.0,MCPD,Parking Lot - Commercial,R,6R1,548.0,700.0,N,RUSSELL,W,AVE,39.150669959,-77.204063076,6D,0,0,14,48,27,11,2017
167131,1,Crime Against Property,WHEATON,11200 BLK  GEORGIA AVE,SILVER SPRING,MD,20902.0,MCPD,Residence - Apartment/Condo,L,4L2,354.0,11200.0,E,GEORGIA,N,AVE,39.038699795999996,-77.050903788,4D,0,30,19,9,1,3,2018
167477,1,Other,WHEATON,11100 BLK  VEIRS MILL RD,SILVER SPRING,MD,20902.0,MCPD,Parking Lot - Commercial,L,4L2,321.0,11100.0,E,VEIRS MILL,W,RD,39.037367372,-77.051662066,4D,0,4,16,50,14,12,2017
168574,1,Crime Against Property,WHEATON,11100 BLK  VEIRS MILL RD,SILVER SPRING,MD,20902.0,MCPD,Parking Lot - Commercial,L,4L2,321.0,11100.0,E,VEIRS MILL,W,RD,39.037367372,-77.051662066,4D,0,8,13,33,17,8,2018
169298,1,Crime Against Society,GERMANTOWN,20900 BLK  FREDERICK RD,GERMANTOWN,MD,20876.0,MCPD,Parking Lot - Commercial,M,5M1,701.0,20900.0,S,FREDERICK,W,RD,39.198413208000005,-77.244945742,5D,0,46,18,8,19,2,2018
169505,1,Crime Against Property,GERMANTOWN,20900 BLK  FREDERICK RD,GERMANTOWN,MD,20876.0,MCPD,Parking Lot - Commercial,M,5M1,701.0,20900.0,E,FREDERICK,W,RD,39.198413208000005,-77.244945742,5D,0,0,10,48,3,12,2017
170864,1,Other,WHEATON,11200 BLK  GEORGIA AVE,SILVER SPRING,MD,20902.0,MCPD,Residence - Apartment/Condo,L,4L2,324.0,11200.0,E,GEORGIA,W,AVE,39.038699795999996,-77.050903788,4D,0,45,10,35,28,8,2018
171298,1,Crime Against Society,WHEATON,11200 BLK  GEORGIA AVE,SILVER SPRING,MD,20902.0,MCPD,Parking Lot - Commercial,L,4L2,324.0,11200.0,W,GEORGIA,W,AVE,39.038699795999996,-77.050903788,4D,0,4,21,23,10,6,2018
171319,1,Crime Against Society,WHEATON,11200 BLK  GEORGIA AVE,SILVER SPRING,MD,20902.0,MCPD,Street - In vehicle,L,4L2,324.0,11200.0,E,GEORGIA,W,AVE,39.038699795999996,-77.050903788,4D,0,26,3,10,11,3,2018
171573,1,Crime Against Society,WHEATON,11100 BLK  VEIRS MILL RD,SILVER SPRING,MD,20902.0,MCPD,Street - In vehicle,L,4L2,321.0,11100.0,S,VEIRS MILL,W,RD,39.037367372,-77.051662066,4D,0,25,19,51,19,12,2017
171833,1,Crime Against Society,GERMANTOWN,20900 BLK  FREDERICK RD,GERMANTOWN,MD,20876.0,MCPD,Parking Lot - Commercial,M,5M1,701.0,20900.0,W,FREDERICK,E,RD,39.198413208000005,-77.244945742,5D,0,5,18,3,16,1,2018
172431,1,Crime Against Person,WHEATON,11200 BLK  GEORGIA AVE,SILVER SPRING,MD,20902.0,MCPD,Residence - Apartment/Condo,L,4L2,354.0,11200.0,N,GEORGIA,W,AVE,39.038699795999996,-77.050903788,4D,0,9,23,18,2,5,2018
172446,1,Crime Against Society,GERMANTOWN,20900 BLK  FREDERICK RD,GERMANTOWN,MD,20876.0,MCPD,Street - In vehicle,M,5M1,701.0,20900.0,E,FREDERICK,W,RD,39.198413208000005,-77.244945742,5D,0,11,15,8,21,2,2018
172582,1,Other,WHEATON,11200 BLK  GEORGIA AVE,SILVER SPRING,MD,20902.0,MCPD,Residence - Apartment/Condo,L,4L2,354.0,11200.0,E,GEORGIA,W,AVE,39.038699795999996,-77.050903788,4D,0,14,23,6,5,2,2018
172588,1,Crime Against Society,SILVER SPRING,8100 BLK  GEORGIA AVE,SILVER SPRING,MD,20910.0,MCPD,Street - Residential,G,3G1,94.0,8100.0,E,GEORGIA,W,AVE,38.990640348,-77.026675328,3D,0,10,12,13,29,3,2018
172648,1,Crime Against Property,GERMANTOWN,20900 BLK  FREDERICK RD,GERMANTOWN,MD,20876.0,MCPD,Parking Lot - Commercial,M,5M1,701.0,20900.0,E,FREDERICK,W,RD,39.198413208000005,-77.244945742,5D,0,0,18,24,13,6,2018
173388,1,Crime Against Person,WHEATON,11100 BLK  VEIRS MILL RD,SILVER SPRING,MD,20902.0,MCPD,Parking Lot - Commercial,L,4L2,321.0,11100.0,N,VEIRS MILL,W,RD,39.037367372,-77.051662066,4D,0,59,16,1,2,1,2019
174596,1,Crime Against Person,WHEATON,11200 BLK  GEORGIA AVE,SILVER SPRING,MD,20902.0,MCPD,Residence - Apartment/Condo,L,4L2,324.0,11200.0,E,GEORGIA,W,AVE,39.038699795999996,-77.050903788,4D,0,17,18,45,6,11,2018
174808,1,Crime Against Property,SILVER SPRING,11200 BLK  NEW HAMPSHIRE AVE,SILVER SPRING,MD,20904.0,MCPD,Parking Lot - Commercial,I,3I1,518.0,11200.0,S,NEW HAMPSHIRE,W,AVE,39.039818289,-76.99061525100001,3D,0,27,15,40,4,10,2018
174926,1,Crime Against Person,SILVER SPRING,11200 BLK  NEW HAMPSHIRE AVE,SILVER SPRING,MD,20904.0,MCPD,Parking Lot - Commercial,I,3I1,518.0,11200.0,E,NEW HAMPSHIRE,E,AVE,39.039818289,-76.99061525100001,3D,0,30,18,14,2,4,2019
174947,1,Crime Against Society,WHEATON,11200 BLK  GEORGIA AVE,SILVER SPRING,MD,20902.0,MCPD,Street - Residential,L,4L2,324.0,11200.0,N,GEORGIA,E,AVE,39.038699795999996,-77.050903788,4D,0,53,11,51,17,12,2018
175069,1,Crime Against Society,MONTGOMERY VILLAGE,700 BLK  RUSSELL AVE,GAITHERSBURG,MD,20877.0,MCPD,Parking Lot - Commercial,R,6R1,548.0,700.0,E,RUSSELL,E,AVE,39.150669959,-77.204063076,6D,0,18,19,7,15,2,2019
175273,1,Crime Against Person,WHEATON,11100 BLK  VEIRS MILL RD,SILVER SPRING,MD,20902.0,MCPD,Street - In vehicle,L,4L2,321.0,11100.0,N,VEIRS MILL,E,RD,39.037367372,-77.051662066,4D,0,51,15,37,16,9,2018
176304,1,Crime Against Property,SILVER SPRING,11200 BLK  NEW HAMPSHIRE AVE,SILVER SPRING,MD,20904.0,MCPD,Parking Lot - Commercial,I,3I1,518.0,11200.0,E,NEW HAMPSHIRE,W,AVE,39.039818289,-76.99061525100001,3D,0,50,13,14,3,4,2019
176642,1,Crime Against Society,GERMANTOWN,20900 BLK  FREDERICK RD,GERMANTOWN,MD,20876.0,MCPD,Parking Lot - Commercial,M,5M1,701.0,20900.0,N,FREDERICK,E,RD,39.198413208000005,-77.244945742,5D,0,36,18,47,19,11,2018
